Átlag idő alatt a(z) "Akadálymentes weboldalak" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Akadálymentes weboldalak" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Akadálymentes weboldalak" kategóriában. (4. forduló)
Átlag idő alatt a(z) "Beágyazott rendszerek (C)" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Beágyazott rendszerek (C)" kategóriában. (4. forduló)
Átlag idő alatt a(z) "Beágyazott rendszerek (C)" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Cloud BI" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Cloud BI" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Cloud BI" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Cloud BI" kategóriában. (6. forduló)
Átlag idő alatt a(z) "Cloud Engineering" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Cloud Engineering" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Cloud Engineering" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Cloud Engineering" kategóriában. (4. forduló)
Átlag idő alatt a(z) "Cloud Engineering" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Data science az IT biztonságban" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Data science az IT biztonságban" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Data science az IT biztonságban" kategóriában. (6. forduló)
Átlag idő alatt a(z) "DevOps" kategóriában. (1. forduló)
Átlag idő alatt a(z) "DevOps" kategóriában. (3. forduló)
Átlag idő alatt a(z) "DevOps" kategóriában. (4. forduló)
Átlag idő alatt a(z) "DevOps" kategóriában. (6. forduló)
Átlag idő alatt a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Excel mesterfokon: a jövő üzleti elemzője" kategóriában. (6. forduló)
Átlag idő alatt a(z) "Linux rendszerfejlesztés és üzemeltetés" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Mesterséges intelligencia" kategóriában. (5. forduló)
Átlag idő alatt a(z) "NetworKING (angol nyelvű)" kategóriában. (3. forduló)
Átlag idő alatt a(z) "NetworKING (angol nyelvű)" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Node.js fullstack fejlesztés" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Node.js fullstack fejlesztés" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Node.js fullstack fejlesztés" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Node.js fullstack fejlesztés" kategóriában. (4. forduló)
Átlag idő alatt a(z) "Node.js fullstack fejlesztés" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Nyelvfüggetlen programozás" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Nyelvfüggetlen programozás" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Python in cloud (angol nyelvű)" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Python in cloud (angol nyelvű)" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Python in cloud (angol nyelvű)" kategóriában. (4. forduló)
Átlag idő alatt a(z) "Python in cloud (angol nyelvű)" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Python in cloud (angol nyelvű)" kategóriában. (6. forduló)
Átlag idő alatt a(z) "React" kategóriában. (1. forduló)
Átlag idő alatt a(z) "React" kategóriában. (2. forduló)
Átlag idő alatt a(z) "React" kategóriában. (3. forduló)
Átlag idő alatt a(z) "React" kategóriában. (4. forduló)
Átlag idő alatt a(z) "React" kategóriában. (6. forduló)
Átlag idő alatt a(z) "Tervezési minták" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Tervezési minták" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Tervezési minták" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Tervezési minták" kategóriában. (6. forduló)
Átlag idő alatt a(z) "Tesztautomatizálás" kategóriában. (3. forduló)
Átlag idő alatt a(z) "Tesztautomatizálás" kategóriában. (5. forduló)
Átlag idő alatt a(z) "Webfejlesztés hagyományos eszközökkel" kategóriában. (1. forduló)
Átlag idő alatt a(z) "Webfejlesztés hagyományos eszközökkel" kategóriában. (2. forduló)
Átlag idő alatt a(z) "Webfejlesztés hagyományos eszközökkel" kategóriában. (6. forduló)
Átlag pont felett a(z) "Akadálymentes weboldalak" kategóriában. (2. forduló)
Átlag pont felett a(z) "Akadálymentes weboldalak" kategóriában. (3. forduló)
Átlag pont felett a(z) "Akadálymentes weboldalak" kategóriában. (4. forduló)
Átlag pont felett a(z) "Beágyazott rendszerek (C)" kategóriában. (1. forduló)
Átlag pont felett a(z) "Beágyazott rendszerek (C)" kategóriában. (4. forduló)
Átlag pont felett a(z) "Beágyazott rendszerek (C)" kategóriában. (5. forduló)
Átlag pont felett a(z) "Cloud BI" kategóriában. (1. forduló)
